time,approved,failed,denied,reversed,refunded,processing,backend_reversed
09h 13,291,,35,1,,,3
09h 43,315,,35,1,1,,2
09h 58,327,,35,2,,,1
09h 59,326,,35,1,,,1
10h 00,363,,35,2,,,2
10h 16,379,,35,1,,,
10h 28,365,,35,3,,,1
10h 32,365,,35,2,2,,
10h 45,375,,35,1,1,,1
10h 47,345,,35,,,,2
10h 55,369,,35,1,,,3
11h 12,356,,35,,3,,1
11h 21,356,,35,1,,,
11h 26,382,,35,3,,,
11h 29,346,,35,,,,
11h 31,368,,35,3,,,
12h 19,342,,35,2,1,,
12h 55,233,,35,2,,,
13h 27,274,,35,,,,
13h 57,301,,35,,,,1
14h 53,243,1,35,66,3,8,6
16h 44,343,,35,20,1,4,10
17h 26,190,,35,63,4,4,12
18h 44,251,,35,1,2,,
19h 09,222,,35,2,1,,
09h 09,295,,36,3,,,1
09h 29,288,,36,1,,,4
09h 31,312,,36,4,,,1
09h 37,310,,36,2,1,,
09h 44,322,,36,1,1,,1
09h 50,328,,36,2,,,1
10h 01,372,,36,2,2,,
10h 06,337,,36,,,,2
10h 11,382,,36,2,2,,2
10h 15,322,,36,1,,,
10h 35,379,,36,1,2,,
10h 58,355,,36,1,1,,1
11h 05,396,,36,4,,,
11h 37,379,,36,2,1,,1
11h 44,384,,36,1,,,
11h 55,354,,36,2,,,
11h 56,337,,36,5,,,
12h 05,354,,36,2,,,
12h 32,272,,36,2,1,,
14h 23,336,,36,2,,,
14h 25,342,1,36,1,,,
15h 01,224,,36,95,2,6,6
15h 48,218,1,36,91,2,1,1
17h 11,304,,36,113,4,2,6
18h 46,244,,36,1,,,
18h 49,236,,36,4,1,,
09h 54,362,,37,2,,,2
10h 42,343,,37,3,2,,
11h 11,378,,37,,1,,1
11h 22,377,,37,,1,,
13h 09,263,,37,3,,,
13h 19,286,,37,5,,,
13h 28,309,,37,2,1,,
14h 28,335,,37,5,2,,
15h 50,312,,37,127,2,,1
09h 28,339,,38,4,2,,1
09h 42,316,,38,4,1,,2
09h 45,342,,38,1,1,,1
10h 26,356,,38,2,,,2
10h 27,337,,38,1,,,1
10h 37,339,,38,3,2,,2
10h 56,362,,38,3,,,1
11h 17,376,,38,2,,,
11h 35,355,,38,3,,,
11h 49,378,,38,3,,,
11h 51,347,,38,2,,,1
11h 54,293,,38,1,1,,
12h 03,354,,38,,,,
12h 17,307,,38,,,,
12h 23,280,,38,,,,
14h 16,311,,38,2,,,
16h 20,164,,38,67,2,1,10
17h 12,150,,38,114,7,1,4
18h 50,242,,38,5,,,
09h 17,282,,39,3,1,,
09h 26,324,,39,3,1,,
09h 27,332,,39,3,1,,1
09h 34,333,,39,1,,,
09h 51,317,,39,1,1,,1
10h 04,336,,39,3,,,
10h 46,398,,39,4,1,,
10h 59,381,,39,2,1,,1
11h 19,373,,39,1,,,1
12h 02,365,,39,1,,,1
12h 54,278,,39,1,1,,
13h 18,259,,39,,,,
13h 22,303,,39,2,,,
13h 41,306,,39,1,,,
14h 12,323,,39,,,,
14h 39,273,,39,121,7,1,2
14h 45,136,,39,116,3,2,1
18h 59,203,,39,2,,,
10h 24,349,,40,1,1,,
11h 28,349,,40,3,1,,1
11h 34,327,,40,1,1,,
17h 10,384,,40,169,7,,2
18h 20,227,,40,101,4,3,14
18h 47,223,,40,4,,,
09h 22,319,,41,1,,,1
09h 46,321,,41,4,2,,
10h 30,365,,41,2,,,
10h 38,351,1,41,4,1,,
11h 01,373,,41,3,,,
11h 46,366,,41,1,3,,
14h 18,341,,41,1,,,
14h 30,327,,41,6,,1,2
10h 14,326,,42,,2,,
11h 07,348,,42,4,2,,
12h 08,334,,42,2,,,
14h 50,239,2,42,69,3,15,10
15h 39,117,,42,144,6,,6
11h 15,382,,43,3,2,,
11h 52,391,,43,1,,,
18h 43,283,,43,5,,,1
10h 19,343,,44,2,,,
14h 36,186,1,44,71,4,5,5
15h 14,114,,44,72,3,5,8
09h 55,336,,45,,1,,1
10h 13,346,,45,3,,,2
10h 29,384,,45,,,,1
11h 47,375,,45,1,,,
11h 53,366,,45,2,,,
12h 10,302,,45,1,,,
09h 56,350,,46,5,2,,3
10h 20,324,,46,,1,,
10h 48,364,,46,,1,,2
10h 51,383,,46,1,,,
16h 56,305,,46,190,8,2,4
10h 33,335,,47,2,,,
10h 57,339,,47,4,,,1
14h 59,266,,47,124,3,12,2
17h 13,297,,47,124,7,6,11
09h 57,351,,48,3,,,3
10h 53,365,,48,,,,
11h 04,396,,48,1,2,,
11h 43,370,,48,3,,,
15h 51,466,,48,129,10,,2
16h 48,391,,48,14,2,2,
18h 39,394,,48,19,3,,5
10h 10,348,,49,2,,,1
16h 12,419,,49,90,2,3,4
18h 38,389,,49,46,4,,
14h 51,257,1,50,159,,8,10
10h 39,339,,51,1,,,
10h 49,385,,51,2,1,,2
11h 27,380,,52,2,1,,
14h 48,342,,52,65,,8,9
15h 40,334,1,52,83,1,5,4
15h 41,351,,52,140,6,4,6
16h 00,191,,52,171,7,3,11
16h 16,243,2,52,140,9,5,13
16h 31,510,1,52,175,11,,1
16h 46,430,,52,15,3,,2
15h 25,451,1,53,113,5,,
15h 37,177,,53,139,1,7,12
14h 44,305,1,54,82,1,14,6
16h 45,477,,54,35,2,1,5
15h 52,313,1,55,105,4,7,7
16h 36,392,,55,53,4,2,2
16h 52,378,,55,109,4,7,4
15h 22,273,1,56,39,1,5,7
15h 26,452,,56,76,3,2,5
15h 31,399,1,56,11,4,2,8
15h 32,358,1,56,15,2,14,4
15h 34,198,1,56,275,1,5,11
18h 42,299,,56,13,5,,6
14h 38,211,,57,122,3,12,5
16h 30,367,1,58,143,2,2,7
16h 47,459,,58,8,1,,2
17h 15,246,,59,100,6,9,16
15h 35,420,,60,119,,4,1
18h 24,306,,60,103,5,,11
15h 13,218,1,61,70,1,7,11
17h 16,198,,61,113,4,2,8
14h 41,248,,62,180,2,7,1
15h 28,349,,62,57,2,3,7
15h 27,386,1,63,30,2,7,5
16h 58,627,,63,108,,4,3
18h 41,335,,64,18,5,,2
15h 57,223,,66,166,9,13,20
16h 11,293,,66,140,5,3,4
15h 30,459,,67,26,2,,7
15h 07,273,1,68,30,5,8,13
15h 12,533,,68,101,4,9,6
18h 40,373,,68,23,5,,6
15h 03,343,1,71,162,7,2,6
15h 44,233,,71,168,5,3,11
14h 35,381,,73,206,4,1,7
15h 02,200,1,73,119,3,8,13
16h 59,573,,74,93,6,1,4
15h 05,461,,76,79,3,8,4
15h 10,168,1,76,165,1,6,10
15h 53,724,,78,104,4,,5
16h 43,491,1,78,22,2,1,7
16h 38,648,,79,64,6,,6
17h 21,216,,81,76,2,3,18
14h 47,369,,82,63,4,10,4
14h 58,171,1,82,179,5,2,8
14h 49,107,2,84,174,5,,8
16h 37,511,,84,69,8,14,9
15h 54,659,,86,28,9,,7
16h 33,301,,86,220,4,2,17
14h 42,434,,87,193,13,,3
16h 26,560,,89,231,10,6,13
15h 11,418,1,92,151,7,1,10
15h 21,558,3,92,71,2,4,10
16h 57,420,,92,168,6,,7
14h 52,558,1,94,109,5,8,6
16h 35,773,,96,135,6,11,5
17h 00,686,,96,51,3,11,8
14h 56,332,3,97,172,7,3,21
15h 04,629,1,97,113,11,1,4
14h 43,782,,98,109,11,,7
15h 15,540,,99,118,3,2,10
15h 24,300,3,101,263,6,,12
15h 19,336,1,103,200,5,1,19
16h 42,502,,103,23,5,,15
16h 41,512,,104,26,7,,15
15h 17,468,,105,44,5,5,7
16h 34,602,1,106,216,8,,9
15h 06,621,1,107,45,6,,3
15h 16,618,,108,42,8,,6
15h 29,577,3,111,68,2,,5
15h 20,485,2,113,96,2,3,17
16h 40,569,,124,39,8,,19
14h 46,456,3,129,139,5,2,13
16h 39,640,,133,53,7,,23
01h 18,1,,,,,,
01h 21,1,,,,,,
01h 40,1,,,,,,
01h 41,1,,,,,,
01h 46,1,,,,,,
01h 47,1,,,,,,
01h 48,1,,,,,,
01h 49,1,,,,,,
01h 54,1,,,,,,
01h 58,1,,,,,,
02h 06,1,,,,,,
02h 07,1,,,,,,
02h 08,1,,,,,,
02h 15,1,,,,,,
02h 20,1,,,,,,
02h 21,1,,,,,,
02h 25,1,,,,,,
02h 26,1,,,,,,
02h 27,1,,,,,,
02h 30,1,,,,,,
02h 33,1,,,,,,
02h 34,1,,,,,,
02h 36,1,,,,,,
02h 43,1,,,,,,
02h 44,1,,,,,,
02h 45,1,,,,,,
02h 47,1,,,,,,
02h 48,1,,,,,,
02h 55,1,,,,,,
02h 57,1,,,,,,
02h 59,1,,,,,,
03h 02,1,,,,,,
03h 08,1,,,,,,
03h 10,1,,,,,,
03h 14,1,,,,,,
03h 16,1,,,,,,
03h 17,1,,,,,,
03h 24,1,,,,,,
03h 33,1,,,,,,
03h 35,1,,,,,,
03h 37,1,,,,,,
03h 45,1,,,,,,
03h 52,1,,,,,,
04h 03,1,,,,,,
04h 04,1,,,,,,
04h 06,1,,,,,,
04h 16,1,,,,,,
04h 31,1,,,,,,
04h 36,1,,,,,,
04h 42,1,,,,,,
04h 44,1,,,,,,
04h 46,1,,,,,,
04h 47,1,,,,,,
04h 51,1,,,,,,
04h 54,1,,,,,,
04h 57,1,,,,,,
05h 01,1,,,,,,
05h 03,1,,,,,,
05h 04,1,,,,,,
05h 05,1,,,,,,
05h 09,1,,,,,,
05h 23,1,,,,,,
17h 24,1,,,1,,5,5
00h 46,2,,,,,,
00h 51,2,,,,,,
01h 00,2,,,,,,
01h 09,2,,,,,,
01h 15,2,,,,,,
01h 22,2,,,,1,,
01h 52,2,,,,,,
01h 53,2,,,,,,
02h 00,2,,,,,,
02h 04,2,,,,,,
02h 09,2,,,,,,
02h 10,2,,,,,,
02h 12,2,,,,,,
02h 14,2,,,,,,
02h 17,2,,,,,,
02h 32,2,,,,,,
02h 42,2,,,,,,
02h 56,2,,,,,,
03h 23,2,,,,,,
03h 26,2,,,,,,
03h 27,2,,,,,,
03h 34,2,,,,,,
03h 47,2,,,,,,
04h 19,2,,,,,,
04h 37,2,,,,,,
04h 41,2,,,,,,
04h 43,2,,,,,,
04h 52,2,,,,,,
04h 59,2,,,,,,
05h 00,2,,,,,,
05h 06,2,,,,,,
05h 11,2,,,,,,
05h 13,2,,,,,,
05h 22,2,,,,,,
17h 41,2,,,3,,2,4
00h 18,3,,,,,,
00h 22,3,,,,,,
00h 25,3,,,,,,
01h 20,3,,,,,,
01h 23,3,,,,,,
01h 36,3,,,,,,
01h 45,3,,,,,,
02h 01,3,,,,,,
02h 28,3,,,,,,
02h 39,3,,,,,,
03h 03,3,,,,,,
03h 04,3,,,,,,
05h 02,3,,,,,,
05h 10,3,,,,,,
05h 12,3,,,,,,
05h 16,3,,,,,,
05h 24,3,,,,,,
17h 47,3,,,2,,,3
18h 06,3,,,8,,2,8
00h 43,4,,,,,,
00h 44,4,,,,,,
00h 48,4,,,,,,
01h 02,4,,,,,,
01h 14,4,,,,,,
01h 19,4,,,,,,
01h 38,4,,,,,,
01h 42,4,,,,,,
01h 50,4,,,,,,
02h 40,4,,,,,,
03h 32,4,,,,,,
03h 48,4,,,,,,
05h 25,4,,,,,,
05h 31,4,,,,,,
05h 32,4,,,,,,
17h 50,4,,,6,,10,5
00h 45,5,,,,,,
01h 03,5,,,,,,
01h 05,5,,,,,,
01h 06,5,,,,,,
01h 10,5,,,,,,
01h 16,5,,,,,,
01h 17,5,,,,,,
01h 28,5,,,,,,
01h 43,5,,,,,,
05h 33,5,,,,,,
18h 15,5,,,7,1,2,1
00h 15,6,,,,,,
00h 39,6,,,,,,
00h 42,6,,,,,,
00h 47,6,,,1,,,
05h 28,6,,,,,,
05h 37,6,,,,,,
05h 40,6,,,,,,
05h 53,6,,,,,,
18h 28,6,,,6,,2,4
00h 14,7,,,,,,
00h 16,7,,,,,,
00h 17,7,,,,,,
05h 39,7,,,,,,
00h 31,8,,,,,,
00h 35,8,,,,,,
05h 38,8,,,,,,
05h 45,8,,,,,,
00h 09,9,,,,,,
05h 54,9,,,,,,
17h 39,9,,,7,,3,3
00h 12,10,,,,,,
05h 52,10,,,,,,
05h 55,10,,,,,,
00h 04,11,,,,,,
00h 13,11,,,,,,
01h 04,12,,,,,,
05h 49,12,,,,,,
06h 05,13,,,,,,
05h 50,14,,,,,,
06h 06,17,,,1,,,
06h 07,17,,,,,,
06h 15,22,,,,,,
17h 54,,,,1,,,1
15h 56,,,,4,,4,1
17h 06,,,,5,,2,13
14h 32,,,,,,1,
17h 46,,,,,,1,3
17h 30,,,,,,2,4
