time,approved,failed,denied,reversed,refunded,processing,backend_reversed
11h 45,373,,39,2,1,,
11h 46,355,,39,2,1,,
11h 54,339,,39,1,,,
12h 17,329,,39,5,3,,
14h 53,321,,39,2,2,,
15h 16,388,,39,1,2,,
15h 36,382,,39,5,,,1
15h 52,438,,39,,1,,
15h 53,378,,39,4,,,
16h 02,424,,39,2,,,
16h 04,439,,39,4,,,1
16h 41,466,13,39,3,1,,
16h 59,489,12,39,1,,,
17h 15,560,10,39,2,1,,
17h 32,486,9,39,3,,,
18h 05,450,10,39,3,,,
18h 31,332,3,39,2,,,2
09h 18,317,,40,,,,
09h 34,285,,40,13,1,,
10h 08,335,,40,1,1,,
10h 10,326,,40,2,,,
10h 25,368,,40,,1,,
10h 57,369,,40,1,,,
11h 09,410,,40,3,2,,
11h 22,394,,40,1,1,,
11h 52,365,,40,2,1,,
11h 55,389,,40,3,2,,1
11h 56,328,,40,2,,,
11h 57,368,,40,2,,,
12h 26,298,,40,3,,,
13h 45,322,,40,,1,,
14h 31,319,,40,,,,1
14h 40,330,,40,2,2,,
14h 57,357,,40,1,,,
14h 59,342,,40,2,1,,
15h 08,344,,40,2,2,,1
15h 22,415,,40,2,1,,1
15h 29,405,,40,3,1,,
16h 07,471,1,40,3,5,,
16h 37,477,11,40,,,,1
16h 55,497,11,40,,1,,
18h 09,380,10,40,4,2,,1
09h 42,359,,41,1,,,
09h 47,331,,41,2,4,,
09h 50,306,,41,1,3,,
09h 57,345,,41,,3,,
10h 11,373,,41,3,,,
10h 13,357,,41,3,2,,
10h 27,365,,41,,1,,
10h 50,367,1,41,2,,,1
10h 58,349,,41,2,,,1
11h 10,401,,41,3,,,2
11h 27,355,,41,4,1,,1
11h 29,394,,41,2,1,,
11h 37,379,,41,,,,
11h 44,366,,41,1,1,,
11h 49,382,,41,1,,,
12h 09,513,,41,9,1,,
12h 10,371,,41,4,2,,
13h 43,270,,41,2,1,,
14h 11,328,,41,1,2,,
15h 25,380,,41,1,,,
15h 44,386,,41,3,1,,
15h 57,393,,41,4,,,
15h 59,392,,41,1,,,
17h 55,454,11,41,5,,,
17h 56,481,4,41,5,2,,
18h 02,418,5,41,2,2,,
18h 06,406,9,41,4,1,,1
18h 08,432,6,41,4,1,,
18h 32,330,4,41,4,,,
18h 37,339,3,41,2,,,
09h 28,334,,42,2,4,,
10h 03,361,,42,4,,,
10h 44,381,,42,,,,
11h 00,371,,42,,3,,
11h 24,376,,42,3,3,,2
11h 39,376,,42,1,1,,
12h 01,350,,42,3,1,,
15h 26,385,,42,1,,,
16h 00,418,,42,2,,,
16h 10,427,,42,4,3,,
17h 00,471,6,42,,2,,
17h 33,483,8,42,5,1,,1
17h 36,476,6,42,2,,,
17h 39,520,13,42,1,1,,
18h 15,392,7,42,1,,,
09h 48,313,,43,2,1,,1
10h 39,358,,43,4,2,,
10h 40,349,,43,1,1,,1
10h 46,362,,43,5,1,,
10h 54,332,,43,10,1,,44
11h 13,397,,43,8,2,,
11h 16,346,,43,,,,
11h 21,354,,43,3,1,,
11h 40,372,,43,1,,,
15h 41,404,,43,1,,,
15h 45,434,,43,,,,
15h 56,418,,43,3,2,,1
16h 01,392,,43,4,,,1
16h 21,458,7,43,3,,,
17h 07,498,6,43,3,2,,
17h 31,491,10,43,4,,,
18h 21,369,3,43,1,1,,
18h 52,311,,43,1,,,
10h 12,360,,44,2,2,,
10h 24,365,,44,2,,,
10h 47,349,,44,3,1,,1
11h 03,354,,44,,,,
11h 58,398,,44,3,1,,
13h 22,265,,44,1,,,1
14h 56,355,,44,4,2,,
15h 21,390,,44,3,,,
15h 54,403,,44,5,,,
16h 56,459,15,44,4,1,,
17h 48,500,5,44,4,2,,
18h 04,480,10,44,3,2,,
18h 07,406,10,44,2,1,,
18h 22,324,3,44,4,,,
18h 25,369,7,44,2,,,
09h 30,316,,45,4,1,,1
11h 17,333,,45,3,,,1
15h 03,346,,45,2,,,1
15h 20,403,,45,4,,,
15h 37,416,,45,,,,
15h 49,399,,45,1,1,,
16h 57,467,7,45,3,,,
17h 04,484,7,45,1,,,
17h 09,480,9,45,5,,,
17h 14,491,4,45,2,,,
17h 41,503,11,45,3,,,
17h 46,516,10,45,7,1,,
17h 51,498,8,45,3,1,,
17h 59,457,6,45,2,3,,
18h 48,313,4,45,1,1,,1
11h 08,403,,46,1,2,,
14h 55,358,,46,1,1,,
15h 28,403,,46,1,,,
15h 38,417,,46,3,,,
15h 46,408,,46,1,1,,1
15h 47,406,,46,2,2,,
16h 03,428,,46,1,2,,
16h 08,450,1,46,1,,,1
16h 54,479,11,46,1,1,,
17h 26,513,11,46,4,2,,
17h 30,474,14,46,3,1,,
17h 49,485,11,46,3,,,
17h 53,496,8,46,4,,,
18h 01,429,7,46,4,1,,
09h 55,373,,47,,3,,
10h 56,418,,47,2,,,1
11h 18,404,,47,3,1,,
13h 26,281,,47,1,,,
15h 02,358,,47,1,2,,
15h 48,437,,47,2,,,
15h 58,428,,47,4,2,,
16h 40,449,7,47,4,,,
17h 27,524,8,47,1,,,1
17h 34,512,7,47,7,,,
17h 37,531,13,47,2,1,,
18h 12,426,8,47,,,,
10h 18,367,,48,1,,,
11h 11,423,,48,8,1,,
11h 33,365,,48,4,,,
11h 47,378,,48,2,2,,
15h 43,429,,48,3,,,
16h 19,420,5,48,1,1,,
17h 10,484,8,48,2,1,,
10h 42,367,,49,,,,
11h 34,373,,49,3,,,
11h 50,389,,49,4,,,
16h 06,473,,49,4,1,,
16h 11,443,,49,2,1,,
17h 01,464,7,49,5,,,
17h 03,493,10,49,4,1,,1
17h 29,482,10,49,5,1,,
17h 57,459,11,49,3,,,
17h 58,453,8,49,2,2,,
18h 18,442,5,49,3,,,
15h 19,385,,50,1,,,
15h 35,400,,50,2,,,
16h 58,470,9,50,3,1,,
17h 44,513,11,50,4,,,
11h 12,345,,51,5,,,
15h 50,405,,51,3,,,
16h 17,448,8,51,1,1,,
16h 34,446,7,51,,,,
17h 12,502,11,51,3,2,,
17h 13,515,9,51,5,,,1
10h 29,367,,52,1,2,,
17h 38,498,9,52,2,3,,
18h 03,444,4,52,2,1,,
10h 43,370,,53,2,1,,
16h 12,463,,53,7,,,
16h 14,414,5,53,2,1,,
16h 15,412,5,53,3,1,,
16h 20,435,8,53,3,,,
17h 52,440,4,53,4,1,,
15h 55,389,,54,4,2,,
17h 42,496,19,54,5,1,,
17h 47,489,13,54,3,,,
10h 34,390,,55,5,2,,
11h 25,366,,55,2,,,
11h 51,342,,55,4,,,
14h 58,353,,55,2,2,,
15h 51,414,,55,3,,,
17h 11,473,7,55,4,,,
16h 13,426,,56,3,,,
16h 22,411,2,56,1,2,,
16h 32,478,8,57,3,2,,
17h 05,535,6,59,4,,,
17h 28,446,10,59,5,,,
16h 44,425,10,73,2,1,,
16h 53,504,13,75,3,1,,1
16h 50,446,11,84,6,,,
16h 47,466,15,88,3,,,
16h 48,426,12,92,1,3,,
17h 16,431,9,92,2,,,
16h 31,435,10,93,4,1,,
17h 18,505,9,94,2,,,
17h 25,480,15,98,1,,,1
16h 45,460,13,100,2,,,
16h 28,445,4,101,3,,,1
16h 23,406,8,105,1,,,1
16h 52,459,11,105,2,,,1
17h 17,486,14,105,1,1,,
17h 19,480,7,105,,1,,
17h 22,465,11,105,3,1,,
16h 29,420,6,109,5,1,,
16h 49,423,5,109,3,,,
17h 23,490,10,110,4,1,,
17h 24,460,8,111,4,,,
16h 25,417,3,112,4,1,,
16h 30,408,9,113,,2,,
16h 24,423,8,117,,2,,
17h 20,458,7,118,6,,,
17h 21,465,10,118,1,1,,
16h 51,414,6,128,3,1,,
16h 27,454,6,144,4,,,1
16h 46,407,13,147,3,1,,
16h 26,403,9,151,5,,,1
01h 41,1,,,1,,,
01h 49,1,,,,,,
01h 53,1,,,,,,
01h 55,1,,,,,,
01h 58,1,,,,,,
02h 02,1,,,,,,
02h 08,1,,,,,,
02h 10,1,,,,,,
02h 12,1,,,,,,
02h 18,1,,,,,,
02h 19,1,,,,,,
02h 21,1,,,,,,
02h 24,1,,,,,,
02h 26,1,,,,,,
02h 28,1,,,,,,
02h 29,1,,,,,,
02h 31,1,,,,,,
02h 35,1,,,,,,
02h 36,1,,,,,,
02h 39,1,,,,,,
02h 42,1,,,,,,
02h 43,1,,,,,,
02h 45,1,,,,,,
02h 46,1,,,,,,
02h 47,1,,,,,,
02h 48,1,,,,,,
02h 50,1,,,,,,
02h 53,1,,,,,,
02h 56,1,,,,,,
03h 02,1,,,,,,
03h 06,1,,,,,,
03h 08,1,,,,,,
03h 14,1,,,,,,
03h 15,1,,,,,,
03h 28,1,,,,,,
03h 29,1,,,,,,
03h 30,1,,,,,,
03h 36,1,,,,,,
03h 37,1,,,,,,1
03h 45,1,,,,,,
03h 54,1,,,,,,
03h 57,1,,,,,,
04h 12,1,,,,,,
04h 14,1,,,,,,
04h 22,1,,,,,,
04h 23,1,,,,,,
04h 29,1,,,,,,
04h 31,1,,,,,,
04h 33,1,,,,,,
04h 43,1,,,,,,
04h 44,1,,,,,,
04h 46,1,,,,,,
04h 48,1,,,,,,
04h 49,1,,,,,,
04h 52,1,,,,,,
04h 55,1,,,,,,
04h 56,1,,,,,,
05h 00,1,,,,,,
05h 04,1,,,,,,
05h 05,1,,,,,,
05h 08,1,,,,,,
05h 09,1,,,,,,
05h 14,1,,,,,,
05h 19,1,,,,,,
01h 38,2,,,,,,
01h 42,2,,,1,,,
01h 48,2,,,,,,
02h 01,2,,,,,,
02h 06,2,,,,,,
02h 09,2,,,,,,
02h 11,2,,,1,,,
02h 20,2,,,,,,
02h 22,2,,,,,,
02h 25,2,,,,,,
02h 30,2,,,,,,
02h 41,2,,,,,,
02h 44,2,,,,,,
02h 51,2,,,,,,
02h 52,2,,,,,,
03h 20,2,,,,,,
03h 38,2,,,,,,1
03h 44,2,,,1,,,
03h 47,2,,,,,,1
03h 48,2,,,,,,
03h 49,2,,,,,,
03h 51,2,,,,,,
03h 55,2,,,,,,
03h 58,2,,,,,,
04h 06,2,,,,,,
04h 11,2,,,,,,
04h 15,2,,,,,,
04h 18,2,,,,,,
04h 19,2,,,,,,
04h 20,2,,,,,,
04h 42,2,,,,,,
04h 47,2,,,,,,
04h 58,2,,,,,,
05h 02,2,,,,,,
05h 16,2,,,,,,
05h 18,2,,,,,,
05h 23,2,,,,,,
05h 39,2,,,,,,
01h 44,3,,,1,,,
01h 46,3,,,1,,,
01h 50,3,,,,,,
02h 00,3,,,,,,
02h 04,3,,,,,,
02h 17,3,,,,,,
02h 23,3,,,,,,
02h 27,3,,,,,,
02h 32,3,,,,,,
02h 40,3,,,,,,
04h 41,3,,,,,,
05h 01,3,,,,,,
05h 17,3,,,,,,
05h 26,3,,,,,,
05h 31,3,,,,,,
01h 43,4,,,1,1,,
01h 45,4,,,,,,
01h 52,4,,,,,,
01h 57,4,,,,,,
02h 03,4,,,,,,
02h 49,4,,,,,,
05h 21,4,,,,,,
05h 41,4,,,,,,
00h 08,5,,,2,,6,3
01h 39,5,,,,,,
01h 47,5,,,,,,
02h 33,5,,,,,,
05h 22,5,,,,,,
05h 30,5,,,,,,
05h 33,5,,,,,,
05h 56,5,,,,,,
00h 26,6,,,,,,
03h 35,6,,,,,,
05h 51,6,,,1,,,
00h 32,7,,,,,,
05h 43,7,,,,,,
00h 35,8,,,,,,
05h 50,9,,,,,,
00h 27,11,,,,,,
05h 54,11,,,,,,
06h 00,12,,,,,,
06h 11,12,,,,,,
00h 19,16,,,,,,
06h 09,19,,,,,,
06h 13,19,,,,,,
06h 19,22,,,,,,
06h 17,23,,,,,,
06h 18,23,,,,,,
