time,approved,failed,denied,reversed,refunded,processing,backend_reversed
23h 29,40,,3,,,,
23h 30,49,,3,,,,
23h 38,28,,3,1,,,
23h 41,32,,3,,,,
23h 43,34,,3,1,,,
23h 46,21,,3,,,,
23h 47,28,,3,,,,
00h 02,5,,4,5,,5,3
00h 04,12,,4,10,,2,3
00h 06,22,,4,1,,,
00h 14,17,,4,,,,
00h 28,10,,4,,,,
06h 10,15,,4,,,,
06h 23,17,,4,,,,
06h 27,19,,4,1,1,,
06h 32,42,,4,,,,
06h 49,54,,4,,,,
06h 50,49,,4,,,,
06h 52,57,,4,,,,
07h 00,53,,4,,,,
07h 23,82,,4,,,,
07h 25,66,,4,,,,
07h 31,96,,4,,1,,
07h 35,48,,4,,,,
23h 31,44,,4,,,,
23h 34,43,,4,,,,
23h 42,31,,4,,,,
23h 54,39,,4,,1,,
23h 58,35,,4,,,,
00h 13,33,,5,,,,
00h 15,12,,5,1,,,
00h 21,17,,5,1,,,
00h 23,17,,5,,,,
06h 31,23,,5,,,,
06h 34,38,,5,,,,
06h 35,44,,5,,,,
06h 36,34,,5,1,,,
06h 37,34,,5,,,,
06h 38,43,,5,,,,
06h 47,34,,5,,,,1
06h 48,47,,5,1,,,
06h 58,60,,5,,,,
07h 06,64,,5,,,,
07h 17,79,,5,,,,
07h 27,74,,5,,,,
07h 33,84,,5,,2,,
21h 30,136,,5,,,,
21h 31,115,,5,2,,,
21h 39,134,,5,,,,
22h 25,88,,5,1,,,
22h 58,54,,5,,1,,
23h 11,58,,5,,,,
23h 18,55,,5,,,,
23h 35,40,,5,,,,
23h 44,45,,5,,,,
00h 05,27,,6,4,,,
06h 06,19,,6,,,,
06h 33,28,,6,,,,
06h 57,41,,6,,,,
07h 01,62,,6,1,,,
07h 08,84,,6,1,,,
07h 12,61,,6,1,,,
07h 15,81,,6,,1,,
07h 16,80,,6,1,,,
07h 24,70,,6,,,,
07h 28,83,,6,,,,
07h 32,92,,6,,,,
07h 39,89,,6,,,,
21h 24,131,,6,1,1,,
21h 45,93,,6,,,,
22h 07,95,2,6,,,,
22h 59,49,,6,,,,
23h 05,58,,6,,,,
23h 07,57,,6,,,,
23h 37,32,,6,,,,
00h 22,15,,7,,,,
00h 24,15,,7,,1,,
06h 55,55,,7,,,,
07h 04,67,,7,,,,
07h 05,67,,7,,,,
07h 07,67,,7,1,,,
07h 44,97,,7,,1,,
21h 49,89,,7,,1,,
22h 40,61,,7,,,,1
22h 52,51,,7,,,,
22h 56,68,,7,1,,,
23h 02,64,,7,,,,
23h 12,50,,7,,1,,
23h 36,33,,7,,,,
23h 48,46,,7,,,,
23h 49,46,,7,,,,
23h 53,33,,7,,1,,
00h 12,14,,8,8,1,4,3
06h 43,36,,8,,,,
06h 54,57,,8,,,,
07h 38,86,,8,,1,,
07h 41,98,,8,1,,,
07h 42,99,,8,1,1,,
07h 55,101,,8,,,,
21h 15,126,,8,,1,,
21h 32,100,,8,,,,
22h 04,89,,8,,,,
22h 23,84,,8,,,,1
22h 24,81,,8,2,,,
22h 48,57,,8,,,,
22h 53,65,,8,,,,
23h 08,49,,8,,,,
23h 15,53,,8,,,,
23h 16,55,,8,,,,
23h 20,47,,8,1,,,1
23h 21,49,,8,,,,1
23h 33,46,,8,,,,
23h 39,37,,8,,,,
23h 45,38,,8,,,,
23h 51,41,,8,,,,
23h 55,31,,8,,,,
23h 56,34,,8,,,,
07h 09,66,,9,,2,,
07h 14,74,,9,,,,
07h 19,79,,9,,,,
07h 21,70,,9,,1,,
07h 29,76,,9,,,,
07h 34,87,,9,1,,,
07h 46,108,,9,1,1,,
07h 47,113,,9,,,,
20h 52,164,,9,1,,,
21h 14,150,,9,,,,
21h 27,111,,9,1,,,
21h 35,99,,9,,,,
21h 44,102,,9,1,,,
21h 47,114,,9,,,,
22h 00,99,,9,,,,
22h 36,76,,9,,,,
22h 43,81,,9,,,,
22h 49,70,,9,,,,
22h 55,58,,9,,,,
23h 14,56,,9,,,,
23h 22,63,,9,1,,,1
23h 28,49,,9,,,,
23h 32,43,,9,,,,
23h 52,43,,9,,,,
07h 36,111,,10,,,,
07h 37,72,,10,,,,
07h 43,109,,10,,,,1
08h 07,138,,10,1,,,
19h 44,184,,10,1,,,
21h 04,124,,10,1,,,
21h 06,112,,10,3,,,
21h 34,120,,10,,1,,
21h 40,113,,10,,,,
22h 09,85,,10,2,,,
22h 14,85,,10,1,,,
22h 30,88,,10,,,,1
22h 34,74,,10,,,,
22h 50,62,,10,,,,
23h 03,68,,10,,,,
23h 04,56,,10,,,,
23h 17,45,,10,1,,,
23h 23,42,,10,,,,1
23h 27,36,,10,,,,
23h 59,38,,10,,,,
06h 53,54,,11,,1,,
07h 02,65,,11,,,,
07h 13,69,,11,,,,
07h 52,100,,11,1,,,
08h 04,140,,11,2,1,,
13h 39,272,,11,5,,,
20h 58,139,,11,,,,
21h 26,116,,11,1,,,
21h 53,123,,11,,,,
22h 06,98,,11,1,,,
22h 22,94,,11,1,,,
22h 27,80,,11,,,,
22h 28,76,,11,1,,,
22h 42,65,,11,,,,
22h 44,69,,11,,,,
22h 51,71,,11,,,,
22h 57,60,,11,,,,
23h 00,53,,11,,,,
23h 01,65,,11,,,,
23h 06,42,,11,,,,
23h 13,47,,11,,,,
23h 50,33,,11,1,,,
23h 57,40,,11,,,,
00h 01,16,,12,2,,2,1
07h 10,71,,12,,,,
07h 20,84,,12,,,,
07h 51,104,,12,2,1,,
08h 05,141,,12,1,1,,
08h 19,169,,12,,,,
18h 59,239,,12,,,,
20h 25,164,,12,,,,
20h 54,137,,12,,,,
21h 16,117,,12,3,,,
21h 17,128,,12,1,,,
21h 20,123,,12,1,,,
21h 23,129,,12,1,1,,
21h 41,101,,12,2,1,,
21h 48,106,,12,1,,,
21h 50,95,,12,,,,
22h 01,107,,12,1,,,
22h 11,97,,12,,,,
22h 19,85,,12,1,,,
22h 21,93,,12,1,,,
22h 35,83,,12,1,,,
22h 45,64,,12,,,,
22h 47,66,,12,,,,
22h 54,67,,12,,,,
23h 09,54,,12,,,,
23h 10,42,,12,1,,,
23h 24,49,,12,1,,,
23h 25,59,,12,,,,
07h 26,76,,13,,,,
07h 48,85,,13,1,1,,
07h 56,131,,13,1,,,
08h 01,123,,13,,,,1
08h 35,196,,13,,,,1
19h 43,213,,13,,,,
20h 20,149,,13,,,,
20h 34,159,,13,,,,
20h 50,141,,13,,,,
20h 53,119,,13,,,,
21h 10,130,,13,,,,
21h 11,137,,13,1,,,
21h 19,136,,13,2,,,
21h 25,112,,13,1,,,1
21h 37,116,,13,,1,,
21h 46,97,,13,1,,,
21h 51,119,,13,1,,,
21h 52,110,,13,1,,,
21h 54,106,,13,,,,
22h 03,85,,13,,1,,
22h 05,92,,13,,,,
22h 20,91,,13,,,,
22h 26,69,,13,,,,
22h 32,86,,13,1,,,
22h 33,74,,13,1,,,
23h 26,30,,13,,,,
07h 11,67,,14,,,,
07h 30,77,,14,1,,,
08h 08,152,,14,,1,,
08h 15,164,,14,2,1,,
08h 24,184,,14,1,,,
08h 53,244,,14,3,3,,
19h 30,202,,14,,,,
19h 33,216,,14,,1,,
19h 58,194,,14,,,,
20h 29,178,,14,1,,,
20h 45,147,,14,1,,,
20h 59,148,,14,1,,,
21h 00,134,,14,2,,,
21h 03,136,,14,2,,,
21h 09,133,,14,1,1,,
21h 36,88,,14,,,,
21h 42,87,,14,1,,,
21h 55,112,,14,,,,
22h 02,92,,14,1,1,,
22h 08,95,,14,,,,
22h 18,87,,14,,,,
22h 29,73,,14,,1,,
22h 31,85,,14,,,,
22h 41,68,,14,,,,
22h 46,73,,14,,,,
07h 45,116,,15,,1,,
07h 53,127,,15,,1,,
07h 54,108,,15,1,,,
08h 00,118,,15,,,,
08h 13,152,,15,,,,
08h 14,170,,15,,1,,
12h 07,137,,15,1,,2,2
12h 28,313,,15,3,,,
20h 00,184,,15,,,,1
20h 10,149,,15,1,1,,
20h 15,190,,15,3,,,
20h 36,150,,15,,,,
20h 37,132,,15,1,,,
20h 48,120,,15,1,,,
21h 07,132,,15,1,,,
21h 12,132,,15,1,,,
21h 22,145,,15,,,,
21h 28,139,,15,2,,,
21h 29,141,,15,,,,
21h 38,130,,15,,,,
22h 10,97,,15,,,,
22h 13,72,,15,1,,,
22h 15,91,,15,1,,,
22h 17,95,,15,1,,,
22h 37,74,,15,,,,
22h 39,82,,15,,,,
07h 57,105,,16,2,,,
07h 58,119,,16,,,,
08h 02,120,,16,,,,1
08h 06,152,,16,1,,,
08h 20,180,,16,,,,
08h 30,199,,16,2,,,
08h 41,216,,16,,2,,
19h 36,198,,16,,,,
19h 41,190,,16,,,,
19h 47,189,,16,2,,,
19h 56,163,,16,2,,,
20h 35,182,,16,,,,
20h 47,147,,16,2,,,
20h 55,141,,16,1,,,
21h 02,145,,16,2,,,
21h 21,117,,16,1,,,
21h 33,114,,16,,1,,
21h 57,97,,16,,,,
22h 16,93,,16,,1,,
08h 16,173,,17,,,,
08h 22,181,,17,1,,,
13h 09,272,,17,1,,,
19h 01,247,,17,,1,,
19h 22,243,,17,1,,,
19h 39,191,,17,1,1,,
19h 48,167,,17,,1,,
19h 55,197,,17,,2,,
19h 57,187,,17,1,,,
20h 11,190,,17,1,,,
20h 18,166,,17,2,1,,
20h 24,150,,17,1,,,
20h 26,145,,17,1,,,
20h 27,170,,17,,1,,
20h 40,151,,17,,,,
20h 44,165,,17,,1,,
21h 43,91,,17,,,,
22h 38,81,,17,,,,
07h 40,80,,18,2,1,,
08h 09,158,,18,,,,
08h 12,146,,18,2,,,
08h 23,199,,18,,1,,
12h 32,265,,18,4,2,,
19h 13,238,,18,,,,
19h 46,187,,18,,,,
20h 03,165,,18,1,,,
20h 22,136,,18,1,,,
20h 49,125,,18,1,1,,
20h 56,138,,18,1,,,
21h 13,120,,18,,,,
21h 18,144,,18,,,,
21h 56,106,,18,1,,,
21h 59,107,,18,,,,
07h 59,119,,19,,4,,
08h 17,204,,19,1,3,,1
08h 33,214,,19,,1,,
09h 32,241,,19,2,,,
12h 35,288,,19,2,4,,
13h 00,278,,19,,,,
13h 34,271,,19,5,2,,
19h 10,251,,19,3,,,
19h 23,231,,19,2,,,
19h 27,225,,19,2,1,,
20h 16,170,,19,1,,,1
20h 42,141,,19,2,,,
21h 01,125,,19,1,,,
07h 50,120,,20,,,,
08h 27,176,,20,,1,,
12h 08,225,,20,3,,,
12h 12,347,,20,3,1,,
12h 47,272,,20,,2,,1
13h 16,290,,20,1,1,,
13h 53,302,,20,3,,,
14h 34,314,,20,2,1,,
14h 52,363,,20,2,3,,
19h 37,223,,20,1,1,,
19h 59,171,,20,3,,,
20h 12,178,,20,,,,
20h 31,150,,20,2,,,
20h 32,169,,20,2,1,,
20h 38,132,,20,2,,,
20h 46,151,,20,1,,,
20h 51,146,,20,2,,,
21h 05,120,,20,2,,,
22h 12,93,,20,,,,
07h 49,112,,21,,,,
08h 25,202,,21,1,2,,
08h 28,220,,21,,,,
08h 36,206,,21,1,2,,
08h 50,221,,21,3,1,,
09h 23,282,,21,1,,,
12h 25,312,,21,,1,,
13h 03,253,,21,,1,,
19h 12,236,,21,4,,,
19h 21,231,,21,1,,,
19h 31,184,,21,1,,,
19h 45,188,,21,,,,
19h 50,209,,21,1,1,,
20h 09,170,,21,1,,,
20h 14,160,,21,1,1,,
20h 33,152,,21,1,,,
20h 57,142,,21,1,,,
08h 10,129,,22,1,2,,
08h 18,189,,22,3,,,
08h 21,168,,22,1,1,,
08h 26,185,,22,,2,,
08h 31,203,,22,,,,
08h 34,195,,22,,1,,1
08h 40,208,,22,2,3,,
09h 08,272,,22,2,,,1
09h 10,305,,22,1,2,,
09h 14,298,,22,,2,,
12h 33,308,,22,2,,,
12h 52,295,,22,1,1,,2
13h 36,284,,22,3,,,
13h 38,270,,22,2,,,
19h 18,232,,22,3,,,
21h 08,129,,22,3,,,
21h 58,116,,22,1,,,
08h 03,144,1,23,1,,,
08h 11,168,,23,,,,
08h 58,231,,23,,1,,
09h 33,105,,23,3,,,
12h 50,248,,23,2,1,,
12h 55,318,,23,,,,
13h 11,308,,23,1,1,,
13h 12,264,,23,2,,,
13h 37,268,,23,1,1,,
13h 40,269,,23,2,1,,
13h 41,282,,23,5,,,
13h 49,317,,23,1,,,
13h 55,336,,23,5,2,,
18h 50,270,2,23,1,,,
19h 20,225,,23,2,,,
19h 25,220,,23,1,1,,
19h 26,220,,23,,,,
19h 35,205,,23,1,1,,
19h 49,203,,23,1,,,
19h 51,159,,23,,,,
20h 04,188,,23,1,,,
20h 05,202,,23,3,,,
08h 39,224,,24,1,,,
08h 44,217,,24,1,,,
09h 44,360,,24,3,2,,
10h 07,343,,24,1,,,1
11h 59,333,,24,3,,,
12h 46,292,,24,,,,
12h 56,277,,24,2,,,
13h 05,289,,24,1,1,,
13h 23,264,,24,1,1,,
14h 04,301,,24,2,,,
14h 26,318,,24,3,,,
14h 32,314,,24,4,1,,
18h 57,259,,24,,,,
19h 03,256,,24,2,,,
19h 09,250,,24,1,,,
19h 11,236,,24,2,,,
19h 28,218,,24,,1,,
19h 42,180,,24,,,,
20h 21,162,,24,1,,,
20h 28,159,,24,2,,,
08h 37,196,,25,1,,,
08h 57,266,,25,2,,,
10h 59,379,,25,,,,
11h 19,359,,25,1,,,
11h 42,393,,25,1,1,,
12h 19,303,,25,3,,,
12h 49,281,,25,,2,,
12h 51,283,,25,3,,,
13h 07,287,,25,1,,,
13h 30,272,,25,1,,,
13h 32,286,,25,2,1,,
13h 42,272,,25,2,,,
13h 51,306,,25,,,,1
13h 56,308,,25,3,,,
14h 02,310,,25,1,,,
14h 16,309,,25,3,,,
14h 51,371,,25,2,1,,
15h 09,387,,25,2,,,
15h 33,414,,25,2,,,1
18h 41,347,6,25,2,1,,
19h 40,207,,25,,1,,
20h 02,193,,25,,,,
20h 30,145,,25,1,,,
08h 32,186,,26,1,,,
08h 42,218,,26,,3,,1
09h 03,288,,26,1,3,,
09h 37,333,,26,2,2,,
09h 43,306,,26,2,1,,
10h 16,340,,26,3,1,,3
12h 14,334,,26,,,,
12h 18,335,,26,1,,,
12h 23,300,,26,4,,,
12h 29,349,,26,3,,,
12h 34,286,,26,4,,,1
12h 39,315,1,26,2,,,
13h 14,278,,26,,,,
13h 35,282,,26,1,,,
13h 46,294,,26,2,1,,
14h 07,307,,26,2,,,
14h 47,352,,26,1,,,
14h 50,349,,26,1,1,,
17h 06,517,7,26,1,1,,
18h 58,278,,26,,,,
19h 15,220,,26,3,,,
19h 16,238,,26,1,,,
19h 17,247,,26,1,,,
19h 29,193,,26,1,,,
19h 54,189,,26,1,,,
20h 07,180,,26,1,,,
20h 08,164,,26,1,,,
20h 39,138,,26,,,,
20h 41,157,,26,2,,,
20h 43,145,,26,,1,,
08h 45,216,,27,2,,,
08h 51,270,,27,2,1,,1
08h 54,214,,27,1,,,1
09h 01,246,,27,,1,,
09h 24,292,,27,,,,
09h 40,313,,27,4,1,,
09h 51,332,,27,1,2,,
10h 01,348,,27,1,3,,
10h 06,345,,27,3,2,,
10h 45,366,,27,1,,,
12h 03,345,,27,2,1,,
12h 30,289,,27,1,2,,
12h 31,301,,27,2,,,
12h 36,265,,27,,1,,
12h 41,301,,27,1,,,
13h 13,293,,27,1,1,,
13h 17,288,,27,3,,,
13h 20,278,,27,,,,
13h 28,270,,27,1,1,,
13h 47,317,,27,,2,,
14h 48,330,,27,2,1,,
14h 54,355,,27,2,1,,
15h 06,361,,27,1,,,1
15h 11,386,,27,2,1,,
18h 42,259,4,27,4,,,
18h 56,269,,27,,,,
19h 00,269,,27,3,,,
19h 04,254,,27,1,,,
19h 05,236,,27,,,,
19h 52,199,,27,,1,,
20h 01,184,,27,1,1,,1
20h 06,165,,27,2,,,
20h 13,156,,27,1,,,
20h 17,170,,27,1,,,
08h 29,219,,28,,2,,
09h 00,231,,28,,2,,
09h 02,249,,28,1,,,
09h 16,314,,28,2,,,
09h 27,331,,28,,2,,
13h 06,303,,28,2,1,,
13h 18,253,,28,1,,,
13h 31,286,,28,1,,,
15h 31,378,,28,1,1,,1
18h 26,357,5,28,3,,,
18h 46,282,1,28,2,,,
18h 54,279,,28,2,,,
08h 38,205,,29,,1,,
08h 43,205,,29,,,,
08h 55,240,,29,,1,,
09h 07,297,,29,1,2,,1
09h 12,320,,29,3,1,,
10h 00,337,,29,1,2,,
10h 20,345,,29,2,1,,
11h 28,399,,29,3,2,,1
11h 38,374,,29,4,2,,
12h 24,298,,29,4,,,1
12h 57,293,,29,1,,,1
13h 02,291,1,29,3,1,,
13h 50,286,,29,2,1,,
13h 54,299,,29,3,1,,
14h 03,319,,29,1,,,1
14h 06,333,,29,1,,,
14h 12,301,,29,2,,,1
14h 13,316,,29,2,,,
14h 28,355,,29,2,1,,
14h 29,313,,29,,1,,
15h 12,398,,29,2,1,,
18h 17,370,4,29,2,1,,
18h 28,337,5,29,3,1,,
18h 51,268,,29,3,,,
18h 55,277,,29,,,,
19h 02,265,,29,1,,,
19h 06,257,,29,3,,,
19h 07,235,,29,3,,,
19h 32,217,,29,1,,,
08h 49,245,,30,3,1,,
08h 52,239,,30,,1,,
09h 05,268,,30,,1,1,
09h 06,292,,30,2,3,,1
09h 22,319,,30,2,2,,
09h 52,352,,30,1,1,,
10h 21,378,,30,5,1,,
11h 43,385,,30,,,,
12h 11,326,,30,6,,,
12h 22,281,,30,4,1,,
12h 40,281,1,30,4,1,,
12h 45,283,,30,3,,,
12h 58,283,,30,3,2,,
13h 01,271,,30,1,,,
13h 15,285,,30,1,,,
13h 24,285,,30,2,1,,
13h 27,277,,30,,2,,
14h 00,287,,30,1,1,,
14h 08,353,,30,,1,,
14h 09,300,,30,1,,,
14h 21,311,,30,,,,
14h 25,359,,30,,,,
15h 30,391,,30,1,3,,
18h 10,395,5,30,1,1,,
18h 16,375,8,30,2,2,,
19h 08,228,,30,,,,
19h 24,188,1,30,,,,
19h 38,191,,30,1,,,
20h 23,174,,30,1,1,,
08h 56,247,,31,,,,
09h 09,256,,31,3,1,,
09h 26,314,,31,2,1,,
09h 41,306,,31,2,1,,
09h 53,364,,31,1,2,,
09h 54,356,,31,3,2,,
10h 31,365,,31,,1,,
12h 20,327,,31,2,,,
12h 37,277,,31,2,1,,
12h 48,303,,31,1,,,
12h 54,268,,31,1,,,
13h 04,265,,31,,2,,
14h 10,337,,31,2,1,,
14h 15,313,,31,2,1,,1
14h 43,382,,31,4,,,
15h 14,359,,31,1,2,,
15h 34,334,,31,1,,,
18h 11,356,7,31,2,1,,
18h 43,317,2,31,1,1,,
18h 49,292,4,31,3,,,1
19h 19,243,,31,4,,,
09h 21,283,,32,3,3,,
10h 04,376,,32,2,1,,
11h 41,365,,32,1,1,,
12h 27,295,,32,1,,,
12h 38,286,,32,3,,,
12h 53,259,,32,1,1,,
13h 21,294,,32,1,1,,
14h 19,319,,32,1,,,1
14h 23,351,,32,1,,,
14h 30,320,,32,6,,,
14h 33,291,,32,2,1,,
14h 38,323,,32,2,2,,1
14h 41,325,,32,3,,,
14h 42,363,,32,1,1,,
15h 05,398,,32,3,,,
15h 10,385,,32,,,,
17h 43,498,11,32,2,1,,
18h 33,336,6,32,1,1,,1
18h 35,293,5,32,3,,,
18h 36,299,4,32,1,1,,
18h 38,331,4,32,2,1,,1
18h 40,316,8,32,,,,
20h 19,154,,32,1,,,
08h 47,230,,33,,2,,
09h 13,300,,33,2,,,
09h 20,308,,33,2,1,,
09h 56,383,,33,1,2,,
10h 17,391,,33,1,1,,1
10h 28,382,,33,3,,,
10h 38,362,,33,1,1,,
11h 06,378,,33,1,,,
12h 04,369,,33,4,1,,
12h 05,338,,33,,,,
13h 57,264,,33,,1,,
14h 18,308,,33,2,,,
14h 46,322,,33,3,,,
18h 27,363,6,33,6,,,
18h 45,300,4,33,,,,
09h 04,260,,34,1,1,,
09h 25,306,,34,2,,,
09h 35,466,,34,5,2,,
09h 38,328,,34,2,6,,
09h 49,343,,34,4,1,,1
10h 02,369,,34,2,2,,
10h 23,359,,34,2,1,,
10h 52,338,,34,8,1,,37
10h 55,344,,34,11,,,40
11h 02,391,,34,4,,,
11h 05,378,,34,4,2,,
11h 36,423,,34,1,,,
12h 02,370,,34,2,,,
12h 44,281,,34,1,,,
13h 25,285,,34,2,1,,
13h 33,306,,34,1,,,
14h 05,288,,34,3,,,
14h 17,346,,34,,3,,
15h 04,372,,34,2,1,,
15h 27,386,,34,1,,,
17h 54,472,11,34,3,1,,1
18h 19,380,5,34,3,,,
18h 53,329,,34,1,,,
19h 34,198,,34,,,,
08h 46,213,,35,,4,,
08h 48,235,,35,,,,
09h 46,352,,35,2,3,,
10h 05,343,,35,3,1,,
10h 14,342,,35,4,1,,
10h 15,338,,35,1,1,,
10h 33,364,,35,3,2,,
10h 35,354,,35,,1,,
10h 53,347,,35,6,1,,55
11h 07,403,,35,6,1,,
11h 15,377,,35,2,1,,
11h 23,354,,35,,1,,
11h 35,396,,35,2,,,
12h 00,327,,35,2,1,,
12h 06,350,,35,4,,,
12h 21,324,,35,2,,,
12h 59,277,,35,1,1,,
13h 10,290,,35,,,,1
13h 29,305,,35,2,,,
13h 52,305,,35,,,,
14h 01,297,,35,1,1,,
14h 14,338,,35,3,,,
14h 45,337,,35,3,1,,
15h 39,373,,35,1,1,,
16h 18,402,5,35,3,3,,1
16h 42,464,5,35,2,1,,1
17h 35,492,10,35,4,,,
17h 40,497,12,35,3,,,1
17h 45,528,11,35,5,1,,
18h 44,291,3,35,1,1,,
19h 14,214,,35,5,,,
08h 59,256,,36,1,1,,
09h 15,269,,36,,1,,
09h 19,311,,36,3,1,,
09h 29,300,,36,2,,,
09h 31,299,,36,2,3,,
10h 09,354,,36,,1,,
10h 26,331,,36,,,,
11h 20,337,1,36,5,,,
12h 42,269,,36,2,1,,
12h 43,278,,36,3,,,
13h 08,290,,36,2,,,
13h 44,305,,36,1,2,,
13h 48,294,,36,1,3,,
14h 24,314,,36,3,2,,
14h 27,300,,36,2,,,
14h 35,318,,36,4,1,,
15h 15,377,,36,2,1,,
15h 17,366,,36,1,1,,
15h 18,361,,36,3,1,,
15h 23,365,,36,1,1,,1
15h 24,361,,36,,,,
15h 42,408,,36,2,1,,
16h 39,453,11,36,,1,,
16h 43,428,15,36,2,1,,1
17h 02,459,11,36,4,,,
17h 08,473,16,36,1,1,,
18h 14,420,7,36,1,1,,
18h 29,330,7,36,2,2,,1
18h 30,359,9,36,,,,1
09h 17,262,,37,1,,,
09h 39,343,,37,3,3,,
09h 58,344,,37,4,,,
10h 19,342,,37,1,1,,2
10h 30,368,,37,1,,,
10h 32,348,,37,1,3,,
10h 37,374,,37,,1,,
10h 51,323,,37,7,1,,32
11h 04,394,,37,3,2,,1
11h 14,380,,37,2,2,,
12h 13,337,,37,4,1,,
12h 15,335,,37,2,,,
13h 58,293,,37,5,2,,
13h 59,299,,37,1,,,1
14h 20,335,,37,,,,
14h 22,306,,37,3,2,,
14h 39,320,,37,,3,,
14h 44,348,,37,2,,,
15h 00,343,,37,2,1,,
15h 07,374,,37,4,,,
15h 13,396,,37,1,,,
16h 05,421,,37,,1,,
16h 09,448,,37,5,3,,
16h 16,433,4,37,1,,,
16h 36,456,9,37,3,,,
16h 38,453,11,37,2,1,,
17h 50,485,9,37,3,,,
18h 13,396,8,37,1,,,
18h 20,385,8,37,3,,,1
19h 53,169,,37,3,,,
09h 36,358,,38,1,2,,2
09h 45,331,,38,2,3,,
09h 59,339,,38,2,,,1
10h 41,381,,38,2,1,,
10h 48,405,,38,3,1,,
11h 26,383,,38,3,1,,
11h 30,360,,38,1,,,
11h 31,339,,38,3,,,
11h 32,372,,38,2,,,
11h 48,387,,38,1,,,
11h 53,400,,38,1,,,
12h 16,307,,38,2,,,1
13h 19,284,,38,6,,,
14h 36,325,,38,1,2,,
14h 37,349,,38,1,,,
14h 49,370,,38,1,1,,
15h 01,348,,38,2,3,,1
15h 32,387,,38,3,,,
15h 40,419,,38,1,1,,
16h 33,446,6,38,5,1,,
16h 35,473,11,38,2,,,
18h 00,427,10,38,2,,,
18h 23,346,6,38,,,,
18h 24,377,7,38,4,1,,
18h 34,302,4,38,1,,,
18h 39,296,3,38,1,1,,
18h 47,283,1,38,,,,1
09h 11,279,,39,,2,,
10h 22,342,,39,4,,,
10h 36,364,,39,3,,,
10h 49,352,,39,2,1,,1
11h 01,389,,39,2,,,
